1.1630732208e+00 8.4860449595e+00 1.1303158523e-02 5.5728685303e-01
1.2424586660e+00 7.4429571719e+00 2.7889362382e-01 3.4577061901e+00
1.5408490904e+00 6.6299541606e+00 4.4153295454e-01 9.6786641561e+00
1.2586478435e+00 4.0040265163e+00 3.0948060303e-01 5.9391558303e+00
1.4343807385e+00 3.1014316971e+00 5.2959993545e-02 9.4844186483e+00
1.3709296938e+00 8.0736525204e+00 3.9574032366e-01 8.7706926391e+00
1.3644869539e+00 7.5237804334e+00 1.1835091942e-01 6.7615409948e+00
1.3161282746e+00 4.4630243107e+00 1.5298562549e-01 3.6583321693e+00
1.2319832865e+00 7.4028283399e-01 3.4814027320e-01 6.3393499248e-01
1.5387412840e+00 2.2293888817e+00 1.7139527637e-01 6.5475565124e+00
1.1656574105e+00 4.2819116684e+00 3.4204427898e-02 7.6437168869e+00
1.5195144755e+00 3.2945054119e+00 4.9171561657e-01 4.5248877692e+00
1.2877665032e+00 5.0855998365e+00 1.3013342145e-01 2.6543505840e+00
1.1580704711e+00 9.6459596671e+00 3.5272830647e-01 6.9725027472e+00
1.3682479056e+00 2.6965679808e+00 2.6158922480e-01 2.0673256372e+00
1.2490513203e+00 2.4770332344e+00 3.7857433730e-01 4.6513159546e+00
1.4081857488e+00 4.1035977536e+00 3.0445802769e-01 1.3174979450e+00
1.1287751535e+00 1.5611836008e+00 2.6235715542e-01 3.3518052110e+00
1.3011029995e+00 4.6184733538e+00 1.0963405236e-01 8.9406228566e+00
1.1151682506e+00 1.2703749361e+00 4.3389491996e-01 8.8643973890e+00
1.2111747920e+00 2.5948413961e+00 1.8090211869e-01 2.8371833477e+00
1.4407238573e+00 6.4728065588e+00 3.9645708177e-01 9.5136667904e-01
1.2924276433e+00 3.7352882694e+00 1.1663760332e-01 4.3247528206e+00
1.6414459858e+00 7.0522450177e+00 7.4080198218e-02 5.6708308163e-01
1.6159500480e+00 6.2055589450e+00 3.2966141122e-01 2.8953636296e+00
1.2292232472e+00 4.7403685937e+00 6.3938220821e-02 7.4687697889e+00
1.5182476550e+00 8.9407446474e+00 4.3272028181e-01 6.5610215585e+00
1.4824963060e+00 9.9402904249e+00 3.0565638411e-01 9.9642344708e+00
1.1981073814e+00 4.6780338544e+00 2.5804034903e-01 5.4836665173e+00
1.4953000661e+00 8.8132716234e+00 4.5133697578e-01 7.8704658172e+00
1.5554132797e+00 5.3028091581e+00 2.2752395460e-01 8.0610582849e+00
1.1392509317e+00 7.1532264018e-01 3.3402217105e-01 5.5505551264e+00
1.6383892379e+00 1.5811207224e+00 3.2792898998e-02 3.6453839906e+00
1.2085247351e+00 3.9186793268e+00 1.5040516031e-01 5.7832229571e-01
1.5677901219e+00 9.7465928914e+00 5.8825440809e-02 8.7444349728e+00
1.3648905766e+00 2.6298657706e+00 4.7987145293e-01 3.3869266469e+00
1.5486547961e+00 3.9658700014e+00 4.2469880426e-01 3.0718826529e+00
1.2687522517e+00 1.7864481913e+00 3.5528799890e-01 1.0513840281e+00
1.3529685176e+00 9.8603799509e+00 3.1217918119e-01 1.4908695979e+00
1.5797109227e+00 9.9571582081e+00 2.0014192222e-01 3.9127748189e+00
1.7512150662e+00 2.0447337590e+00 1.9844316172e-01 9.0682275855e-01
1.4658761020e+00 3.8998588951e+00 4.0152741873e-01 7.0121748561e+00
1.7849526031e+00 5.2417387630e+00 1.4496986514e-02 4.3274683526e-01
1.5240021935e+00 8.3824829220e+00 8.9650847208e-02 8.6208500587e+00
1.1061493349e+00 7.6104736437e+00 1.3624502878e-01 4.3139659228e+00
1.6478667568e+00 4.8757478817e+00 3.1414855018e-01 3.5004569829e+00
1.1510254695e+00 8.2433631415e+00 1.5775907904e-01 5.0987703933e+00
1.7207822926e+00 2.9191614155e+00 9.2366165459e-02 2.9734587593e+00
1.3820925395e+00 8.5662726112e+00 3.8510008879e-01 6.2669368525e+00
1.6758971919e+00 3.8152037105e+00 4.2377364503e-01 3.8641100687e+00
1.1554899586e+00 5.4239206924e+00 3.5858422136e-02 7.3340827557e+00
1.1420445802e+00 1.6035773672e+00 4.5680864757e-01 9.0767960264e+00
1.6914878454e+00 5.9717768942e+00 3.1197390937e-01 4.8868097171e+00
1.4531009960e+00 4.4920309263e+00 4.8820042209e-01 1.9478716418e+00
1.1793286705e+00 7.2818753343e+00 2.3288910476e-01 2.0119495120e+00
1.4221203702e+00 6.0841611068e+00 2.3088088644e-01 7.8927310436e+00
1.6461517830e+00 4.1143122862e+00 3.7168436621e-01 9.9680758769e+00
1.5005462647e+00 5.1069199645e+00 1.7777806758e-01 4.8944193050e+00
1.1746725923e+00 2.1943990879e+00 4.7404619633e-01 6.8186258870e+00
1.1031019197e+00 1.4770810938e+00 2.1044776446e-01 1.6791043694e+00
1.6900815113e+00 4.8278333125e+00 3.4587588856e-02 6.4930757698e+00
1.7470402887e+00 4.4123192399e+00 3.2216428672e-01 8.4971959590e+00
1.3719173787e+00 9.8353864283e+00 7.9539668108e-02 4.2436928735e+00
1.4668750417e+00 5.0721354041e+00 4.2120828310e-01 4.4551119349e+00
1.5624718157e+00 8.2859963955e+00 4.0451241697e-01 7.9902918819e+00
1.6769512717e+00 8.4079856366e+00 3.0163436712e-01 7.6937022544e-01
1.2677365512e+00 1.2598445126e+00 2.9683777770e-01 8.3172552603e+00
1.2572070911e+00 9.8023642315e+00 2.1914980289e-01 9.8236760235e+00
1.1527669054e+00 1.4602635493e+00 2.1413544095e-01 9.7225345089e+00
1.6656565270e+00 7.2582815798e+00 3.5997172754e-01 8.9193730710e+00
1.2721459841e+00 9.2269415179e+00 1.0897009004e-01 3.3623467101e+00
1.5084163205e+00 3.5346572421e+00 4.0725791053e-02 6.5924017287e+00
1.1379939252e+00 9.6273357090e+00 1.1222946769e-01 6.0857428496e+00
1.5273806755e+00 7.6488396254e+00 3.4937116705e-01 3.3109394639e+00
1.5167353181e+00 6.6868008848e+00 2.6490869264e-01 2.5340329310e-01
1.7671827476e+00 8.3213658655e-01 2.1473101080e-01 9.1132148458e+00
1.1452430092e+00 6.0100675435e+00 1.4072271069e-01 9.6424311040e+00
1.3615371739e+00 8.4445656373e+00 5.0486625181e-02 5.8364822547e+00
1.1412381513e+00 3.3068899726e+00 2.2651443316e-01 9.8162139007e+00
1.5164870817e+00 6.2724562881e+00 2.5351373716e-01 4.0597242618e+00
1.4186508986e+00 6.9111351171e+00 4.7263096301e-01 3.6127107860e+00
1.1694996886e+00 7.7373071687e+00 4.4757023086e-01 8.0004847771e-01
1.4433196126e+00 6.7121464479e+00 2.6022463142e-01 9.9579800237e-01
1.7923305572e+00 5.0334332208e+00 2.3367660941e-01 7.3786223064e+00
1.6095678629e+00 5.7417486319e+00 6.7147022576e-02 9.8920402981e+00
1.2838233326e+00 2.4804516050e+00 7.8536974171e-02 2.1535326589e+00
1.3319356633e+00 4.0438595060e+00 3.9379688184e-01 6.8088575344e+00
1.3124006781e+00 9.6290495190e-01 2.4855935872e-01 2.9334981281e+00
1.7551831574e+00 3.3653899147e+00 1.9625880029e-01 7.6632429294e+00
1.7966096493e+00 7.1994573836e+00 1.4919205059e-01 4.7893710384e+00
1.6971792683e+00 6.1490694952e+00 3.7084850537e-01 8.7233157282e+00
1.1362469171e+00 3.1855135392e+00 1.3558763295e-01 8.8263643303e+00
1.7882549476e+00 2.9652307723e+00 4.6188569965e-01 6.3887637993e+00
1.6846422121e+00 8.1185449651e+00 3.1667210866e-01 6.7392193333e+00
1.1105228298e+00 1.1796872693e+00 3.8865829152e-01 3.1272608787e+00
1.2227851295e+00 8.6155777363e+00 4.3328940887e-01 8.0893827643e-01
1.4981912073e+00 2.0335923581e+00 2.0972065043e-01 6.2877153165e+00
1.3226820816e+00 3.0620915236e+00 4.0205993440e-02 7.8556714809e+00
1.6512966287e+00 3.6803536228e+00 6.3102634986e-02 9.7417281588e+00
1.1338509616e+00 3.3671449825e+00 2.7623693272e-01 7.1479422889e+00
1.6725898353e+00 8.1476539871e-01 3.9543424996e-01 6.5320643672e+00
1.5643069840e+00 3.8505247507e+00 1.5180334905e-01 9.1527567478e+00
1.5207740299e+00 9.2739730706e+00 2.5044021421e-01 1.7189506710e+00
1.4169122497e+00 5.9594831857e+00 3.3773491422e-01 9.3003725538e+00
1.4243474394e+00 4.1969885452e+00 3.8444054797e-01 7.5844130732e+00
1.5014958075e+00 3.4385633030e+00 3.7983947135e-01 2.3121121742e+00
1.6140168385e+00 3.8294889463e+00 3.5073255382e-01 5.9202526039e+00
1.3200968589e+00 4.1575559429e+00 9.3469156210e-02 2.2563524570e+00
1.7234086731e+00 7.3569561560e-01 3.7751360912e-01 2.5784734524e+00
1.3456490438e+00 4.3030084448e+00 1.6642294083e-01 1.5430117644e+00
1.7439596325e+00 4.0501535269e+00 1.0530980169e-01 9.9906820154e+00
1.6702766555e+00 6.3799436371e+00 4.7787956229e-01 8.9271104629e+00
1.5683555485e+00 9.1063030011e+00 3.8266560842e-01 9.4017789414e+00
1.7050033633e+00 3.5965561002e+00 6.9607558661e-02 5.1948496927e+00
1.2744590939e+00 8.7460395900e+00 2.1680397668e-01 5.0249819229e+00
1.1600873052e+00 8.1641963448e+00 9.0543985237e-02 2.8936890391e+00
1.6569731408e+00 8.6384460281e+00 3.5139883796e-01 1.2352992137e+00
1.4555076791e+00 1.8495259500e+00 4.9612305265e-01 1.4387405047e+00
1.5839909173e+00 1.6253354300e+00 2.4663295401e-01 4.2692933486e+00
1.1774559770e+00 9.3637610265e+00 1.4618182823e-01 7.7278230399e+00
1.1124320038e+00 4.1806002831e+00 2.0373416316e-01 8.1782947652e+00
1.6532975086e+00 6.7894556118e+00 1.0638813011e-01 3.6758355479e+00
1.5477093234e+00 5.6456494530e+00 6.5638574323e-02 6.2126097727e+00
1.7393116165e+00 7.1427212756e+00 2.3943712296e-01 4.1670612258e+00
1.5944793606e+00 1.3697630307e+00 3.0799995997e-01 2.1663252918e+00
1.7061498070e+00 3.6303501790e+00 3.2182487911e-01 5.5860306852e+00
1.7581170265e+00 4.2856337941e+00 1.2816227903e-01 3.2187897989e-01
1.7145324108e+00 1.3215165947e+00 3.4657370879e-01 8.0117452508e+00
1.6051506794e+00 3.7732833931e+00 4.6584496200e-01 3.7709561053e+00
1.2142454507e+00 3.6968953941e+00 9.1320178783e-02 1.1260551047e+00
1.2162590131e+00 9.3179755124e+00 3.7679142004e-01 1.9665314498e+00
1.6681679147e+00 5.3964255576e+00 1.0055452556e-01 7.6856337084e+00
1.7484120966e+00 2.7620473868e+00 7.3419474834e-02 1.8072620972e+00
1.1081946887e+00 7.9380150562e+00 1.2967078025e-02 1.7285316358e+00
1.4806017500e+00 9.6783531136e+00 2.8531720548e-01 5.7241908859e+00
1.3941200093e+00 8.2044419351e+00 4.7949305651e-02 2.3981266977e+00
1.7813588198e+00 2.9896744051e+00 2.9491196966e-01 1.2091171652e+00
1.1053875992e+00 6.1694202802e+00 2.8291668209e-01 7.4316607950e+00
1.3251018337e+00 9.4272919433e+00 1.2028845973e-01 7.4526882297e-01
1.5368632572e+00 5.8214333270e+00 2.8452455483e-02 1.5716180628e+00
1.1037528684e+00 1.4023550812e+00 9.5679550455e-02 6.4879724263e+00
1.6960586626e+00 5.5118986538e+00 2.2271359402e-01 1.2527116269e+00
1.3404055844e+00 6.5338023424e+00 4.8457715746e-01 6.7011219430e+00
1.5062812525e+00 8.0390954690e+00 4.4661751061e-02 1.8682836659e+00
1.2789238737e+00 6.6597497674e+00 1.3281122806e-01 8.1891285505e+00
1.6344813605e+00 9.6133304001e+00 2.0596897788e-01 4.0774405897e+00
1.7768407754e+00 9.9337793274e+00 1.1207043355e-01 6.2565845652e+00
1.7831738230e+00 9.4562004982e+00 2.0882594216e-02 5.6985377782e+00
1.6931500994e+00 2.8352157493e+00 4.8324194365e-01 5.6212949083e+00
1.3552127415e+00 3.7173350526e+00 7.4587849511e-02 6.8490496276e+00
1.4363616018e+00 3.7605073944e+00 3.2319463248e-01 6.4098125741e+00
1.2808733023e+00 8.9959701848e-01 2.2201713379e-01 9.7697754245e+00
