1.6253935835e+01 2.5036501689e-01 2.1659735466e+00
1.7001214738e+01 7.2326085214e-02 1.5387783775e+00
1.7398569898e+01 3.9102524630e-01 1.0446139929e+00
2.5658713243e+01 3.5320988455e-01 1.3132821073e+00
1.1279863629e+01 1.2524726510e-01 2.4354097360e+00
2.9591249099e+01 7.7055134599e-02 5.2057035493e-01
1.4561166940e+01 2.1374653693e-01 3.9274136483e+00
2.7500800317e+01 4.8989212739e-01 3.2646773020e-01
1.8538963838e+01 1.4879493430e-01 3.0903396698e-01
1.3753456520e+01 3.8747689712e-01 4.8547219207e+00
1.4126947832e+01 2.2297373830e-01 6.5235055211e-01
1.4063976910e+01 3.7046346418e-01 2.2236775053e+00
1.9424490894e+01 3.8480245938e-01 4.9163556378e+00
2.7049637377e+01 1.0487881663e-01 1.8396780449e+00
2.5584507404e+01 4.8332355067e-01 3.1489897676e+00
1.6005956875e+01 4.8815700444e-01 8.0932598273e-01
2.3241179507e+01 2.3962289238e-01 2.2724687042e+00
1.1827198344e+01 2.9324328656e-01 2.6662095405e+00
1.9549275777e+01 4.9992324176e-01 3.5713585064e+00
1.6907536573e+01 2.3598040753e-01 3.8775317742e+00
1.0934238286e+01 1.1039557706e-01 3.3489785499e+00
2.1600910992e+01 1.8555774039e-01 1.8877620230e+00
2.9732874721e+01 3.5977092047e-01 2.1598251631e-01
2.0450259600e+01 1.9293492954e-01 4.9354333751e+00
1.2417485723e+01 1.9126255239e-01 1.6172678284e+00
2.5797997105e+01 4.1609296417e-01 2.1512426282e+00
1.2625201403e+01 3.6151896852e-01 4.8428904567e+00
1.4985629908e+01 7.0048147396e-02 1.0633792457e+00
1.7673814507e+01 1.1433862776e-01 2.4951562202e+00
1.3438086221e+01 2.6042940538e-01 1.6623562759e+00
1.5398604198e+01 4.6368856605e-01 4.4107023605e+00
1.9908334957e+01 3.8759488101e-01 6.6866007988e-01
2.6742601949e+01 4.1818429065e-01 2.2628547347e-01
1.7589316184e+01 4.9437159685e-01 4.7995181869e-01
1.9063228816e+01 4.2583880605e-01 4.9732250429e+00
2.7768247397e+01 8.9568280678e-02 4.3741149345e+00
2.3858303330e+01 4.1399825675e-01 4.6079135277e+00
1.0640461564e+01 2.7704341395e-01 1.1329556579e+00
1.8257117543e+01 2.9525615738e-01 2.7476429757e+00
2.1205636830e+01 3.7259615248e-01 5.5440117806e-01
