1.356427101806438529e+01 3.194280256153381736e-01 1.802237255229213186e+00 5.301627605233779628e-01 1.572416633574091893e+00
1.062519648373529968e+01 3.405961218623018150e-01 3.478088515109285961e+00 9.711377861275007906e-01 1.272613349365543822e+00
2.445231135697282099e+01 8.762115475912729545e-02 4.656047704800158060e-01 1.197722513478082895e+00 1.739732654224730446e+00
2.201914425750264570e+01 7.325885921571179127e-02 7.790012116555642407e-01 1.452025646946768722e+00 1.664405601890451392e+00
1.427823208566346480e+01 3.874791920108169307e-01 1.745678539055876222e+00 7.070103986226573545e-01 1.221719635659668901e+00
1.230400122401341534e+01 2.421845889988896716e-01 3.861197934118190567e+00 1.102262202014748116e+00 1.742596110353116678e+00
1.982440164819363204e+01 4.928135926632133401e-01 4.246436249207599545e+00 1.857421142099768385e+00 1.162675888960380988e+00
2.401414088275985392e+01 8.177108076331851549e-02 3.196931751163770041e+00 1.149576359043745333e+00 1.503700818493736380e+00
2.048086552575302477e+01 1.208164081747345187e-01 4.968618186447653962e+00 1.668697001495162979e+00 1.492246195360463989e+00
1.028966713940241107e+01 5.050057294698339500e-02 2.961569460704612577e+00 5.729979378431371284e-01 1.144899134040579192e+00
1.434452386788359846e+01 4.312781258494496894e-01 3.508462811902728351e+00 1.618027632008468553e+00 1.954000821164500135e+00
1.244895266659751520e+01 1.840453763231899020e-01 3.342946218911614586e+00 6.187311206525589746e-01 1.838753971956545552e+00
1.047372200191871450e+01 4.434658873383919286e-01 4.039219081719787496e+00 9.887014480701414865e-01 1.882465539136905619e+00
2.778533095932937869e+01 2.988625215182413863e-01 4.388278741174996611e+00 1.295363825875227803e+00 1.979663713033415817e+00
1.516544019518811481e+01 1.874720805013774805e-01 3.158051201679800801e+00 6.301478294155780091e-01 1.394389299606400456e+00
1.111176282602365184e+01 5.963781237064728902e-02 9.209597805774971668e-01 1.653155572406443730e+00 1.801949910914697472e+00
2.936706133963391707e+01 4.800323923185482733e-01 4.695284946921600699e+00 1.935196304260265565e+00 1.641210148283223536e+00
2.620663217430113789e+01 5.270174738601436648e-02 8.103292552958737405e-01 1.723923541444050134e+00 1.453169200230682190e+00
2.804523243614210770e+01 2.591664672169695094e-01 1.407495792115514011e+00 1.006484123466854452e+00 1.757409786046297384e+00
2.683588665390161054e+01 1.500062205461619169e-01 6.772290122130358858e-01 1.348242796918803776e+00 1.225608009044509394e+00
1.325253883478539763e+01 4.985401900799077968e-01 2.734353687997545190e+00 1.546845996823228653e+00 1.236047265430069375e+00
2.818665815810880559e+01 1.957568173770449227e-01 2.224429606155644557e+00 1.922811454455947366e+00 1.694721841177013744e+00
1.970651159203524827e+01 4.120269962895645177e-01 1.316279045712475115e+00 1.778415272849418693e+00 1.444854359503392693e+00
2.504305687149929582e+01 1.537019379191593704e-01 4.563655232574568288e+00 5.197657430699554881e-01 1.070344850807277703e+00
1.857146409431551604e+01 4.267104764632492220e-01 2.806408186194014664e+00 1.539182706845870330e+00 1.927396508356900906e+00
