1.512717777888166815e+01 3.128240878749627973e-01 2.045547431403031524e+00
1.483551697048263129e+01 3.142918950929221578e-01 2.104980314278246389e+00
1.497959456413345336e+01 3.135735664038938331e-01 2.075278572919755593e+00
1.512172901283489956e+01 3.119929038612740402e-01 2.043653376134232147e+00
1.501857885949462990e+01 3.134505213077932728e-01 2.060090325335791839e+00
1.499331204411739726e+01 3.137623778141647723e-01 2.066590313109206711e+00
1.495499470212565818e+01 3.139750080498198148e-01 2.080148842082861993e+00
1.484019382919096053e+01 3.136555740694893513e-01 2.102714798181815059e+00
1.518775894969456175e+01 3.124095646859669784e-01 2.032806492691230371e+00
1.494160597205805274e+01 3.151080452532943332e-01 2.083739595177443782e+00
1.491227578062615677e+01 3.146866772194423234e-01 2.091254699787191473e+00
1.493458955429394130e+01 3.132242908166976147e-01 2.077957271544439877e+00
1.513986288471375552e+01 3.115336281908516192e-01 2.034965049089111133e+00
1.478334803028931788e+01 3.147962769535778138e-01 2.115012630767740820e+00
1.508476190631889757e+01 3.135718528612601586e-01 2.048375001841399978e+00
1.497522423734531216e+01 3.130033313286092467e-01 2.075969027794157817e+00
1.494451245685137764e+01 3.136706245733029697e-01 2.079855762752507609e+00
1.486883096094532952e+01 3.154007416226432547e-01 2.102276040095177656e+00
1.526683285547850488e+01 3.116196813743549177e-01 2.014978135135264026e+00
1.506589481175443446e+01 3.124984509353631035e-01 2.052364406856889811e+00
1.479083144910424430e+01 3.142727498293595989e-01 2.112188924203011187e+00
1.492710804235753130e+01 3.146367521526049482e-01 2.089367119104671211e+00
1.518311163599320146e+01 3.118759875839656193e-01 2.030545202050884956e+00
1.509551613880669940e+01 3.135060442272226688e-01 2.048524424508338271e+00
1.518398502963880148e+01 3.137392756988710563e-01 2.036007324721561318e+00
1.500906778110491757e+01 3.131710008415364843e-01 2.062920845088542343e+00
1.490896510825670696e+01 3.161659723459361304e-01 2.095510210507442128e+00
1.505811884913739895e+01 3.128181452426848641e-01 2.051119893973677666e+00
1.508005914439765327e+01 3.134492392490489387e-01 2.056484054941226880e+00
1.494928060394863678e+01 3.147349065002092994e-01 2.082295255007374557e+00
1.518636178605915710e+01 3.115297930295470308e-01 2.031516182585280994e+00
1.489788061242933459e+01 3.138979483859943298e-01 2.087068220219393755e+00
1.503744947163636780e+01 3.130012081471194030e-01 2.056232106329872966e+00
1.477493994640928321e+01 3.160922531252786660e-01 2.121450298489394815e+00
1.501673883104142604e+01 3.127317404953404156e-01 2.064577339311742588e+00
